,COUNTRY,REGION,CATEGORY,MEASURE,COMMENTS,SOURCE,ENTRY_DATE,ISO_ALP_2,CONFIRMED,DEATHS,POPULATION
1526,Luxembourg,Europe,Governance and socio-economic measures,state of emergency declared,Unknown,ministry of health,2020-03-24,LU,1099,8,497538
1527,Luxembourg,Europe,Lockdown,partial lockdown,"Leaving is allowed for essentials, to get fresh air and work (if home office is not applicable)",ministry of health,2020-03-24,LU,1099,8,497538
1528,Luxembourg,Europe,Governance and socio-economic measures,economic measures,"Deferral of tax payments, reimbursement of VAT credit balances, liquidity measures",ministry of health,2020-03-24,LU,1099,8,497538
1529,Luxembourg,Europe,Social distancing,Public services closure,"Visits to hospitals, elderly homes and alike banned (with exceptions)",ministry of health,2020-03-24,LU,1099,8,497538
1530,Luxembourg,Europe,Social distancing,limit public gatherings,Events in confined spaces with more than 100 people are prohibited and events in non-confined spaces with more than 500 people are prohibited,ministry of health,2020-03-24,LU,1099,8,497538
1531,Luxembourg,Europe,Public health measures,general recommendations,Vulnerable people adviced to avoid crowds and adapt their behaviour to be less at-risk (e.g. people with existing conditions),ministry of health,2020-03-24,LU,1099,8,497538
1532,Luxembourg,Europe,Public health measures,strengthening the public health system,Establishment of separate COVID centers to avoid transmission in health settings,ministry of health,2020-03-24,LU,1099,8,497538
1533,Luxembourg,Europe,Governance and socio-economic measures,emergency administrative structures activated or established,Unknown,government,2020-03-24,LU,1099,8,497538
1534,Luxembourg,Europe,Social distancing,limit public gatherings,For vulnerable groups and online shop for essentials with home delivery was set up,government,2020-03-24,LU,1099,8,497538
1535,Luxembourg,Europe,Social distancing,Public services closure,Stopping of long-distance train services to Paris with the TGV,government,2020-03-24,LU,1099,8,497538
1536,Luxembourg,Europe,Public health measures,strengthening the public health system,"Through online platform volunteers are being recruited and all health professionals are mandated to register that do not already work (e.g. retired, students, ...)",government,2020-03-24,LU,1099,8,497538
1537,Malta,Europe,Movement restrictions,visa restrictions,"Complete travel ban from and to areas of risk, based on defined list of countries",government,2020-03-24,MT,110,0,403000
1538,Malta,Europe,Public health measures,general recommendations,Advice for travelers to Wuhan region to take precautionary measures,ministry of health,2020-03-24,MT,110,0,403000
1539,Malta,Europe,Public health measures,testing policy,"In line with the recommendation issued by the European Centre for Disease Prevention and Control today, the 2nd March, laboratory testing for COVID-19 will be performed for patients who are suffering from  acute respiratory tract infection with sudden onset of  cough, fever or shortness of breath and who have been in countries within which local transmission of COVID-19 has been reported in the previous 14 days. ???",ministry of health,2020-03-24,MT,110,0,403000
1540,Malta,Europe,Social distancing,Public services closure,Closure of all shops whereby their principal business relates to the selling of certain products (specified),government,2020-03-24,MT,110,0,403000
1541,Malta,Europe,Movement restrictions,international flights suspension,Closure of Malta International Airport ,government,2020-03-24,MT,110,0,403000
1542,Malta,Europe,Governance and socio-economic measures,economic measures,"?1.81 billion package of measures to re-inforce economy, including a diversity of measures",government,2020-03-24,MT,110,0,403000
1543,Malta,Europe,Social distancing,Public services closure,Bars and restaurants closed ,government,2020-03-24,MT,110,0,403000
1544,Netherlands,Europe,Social distancing,limit public gatherings,"All gatherings are prohibited until 1 June, even gatherings of less than 100 people. This is a tightening of the existing ban (that applied up to 6 April). An exception is made for funerals and religious weddings.",government,2020-03-24,NL,5580,277,16645000
1545,Netherlands,Europe,Social distancing,limit public gatherings,"Gatherings of 3 or more people that do not keep a 1.5 meter distance are forbidden. This does not apply to children or to people in the same household, such as families.",government,2020-03-24,NL,5580,277,16645000
1546,Netherlands,Europe,Governance and socio-economic measures,emergency administrative structures activated or established,"Mayors will have the option of enacting an emergency bye-law, to more easily and more quickly initiate enforcement activities. Mayors can also order specific locations to be closed, including parks, beaches and campsites.",government,2020-03-24,NL,5580,277,16645000
1547,Netherlands,Europe,Social distancing,limit public gatherings,"Public transport and shops are required to take measures to ensure that people keep a good distance. For instance, by limiting the number of people allowed in the shop at the same time.",government,2020-03-24,NL,5580,277,16645000
1548,Netherlands,Europe,Social distancing,limit public gatherings,Limit the visitors at home to three visitors.,government,2020-03-24,NL,5580,277,16645000
1549,Netherlands,Europe,Social distancing,Public services closure,"Businesses in contact-based industries, such as hair salons and beauty parlours, must be closed until 6 April. ",government,2020-03-24,NL,5580,277,16645000
1550,Netherlands,Europe,Social distancing,Public services closure,"Casinos are now subject to the same restrictions as establishments serving food and drink, and will be closed from 24 March 2020.",government,2020-03-24,NL,5580,277,16645000
1551,Eritrea,Africa,Movement restrictions,domestic travel restrictions,All people are restricted from internal & foreign travel unless this is for extremely urgent & unavoidable purposes.,ministry of health,2020-03-24,ER,1,0,5792984
1552,South Africa,Africa,Public health measures,health screenings in airports and border crossings,Tourist leaving the country will be subjected to testing at three major airports in SA.,sa travel trade,2020-03-24,ZA,554,0,49000000
1553,Bolivia,Americas,Lockdown,partial lockdown,"All public and private actvities are suspended until 15th of April, with few exceptions.",government ? bolivia,2020-03-24,BO,29,0,9947418
1554,Bolivia,Americas,Governance and socio-economic measures,military deployment,Bolivian Military and police responsible for enforcing the lockdown. ,government ? bolivia,2020-03-24,BO,29,0,9947418
1555,Bolivia,Americas,Social distancing,limit public gatherings,"Only one person per household, aged between 18 and 65, can go shopping for essentials  once a week between 7am and 12am.",government ? bolivia,2020-03-24,BO,29,0,9947418
1556,Norway,Europe,Public health measures,general recommendations,Recommendations against travel abroad,government,2020-03-24,NO,2863,12,5009150
1557,Norway,Europe,Public health measures,strengthening the public health system,All workers in essential public services are offered day care for their children,government,2020-03-24,NO,2863,12,5009150
1558,Norway,Europe,Public health measures,introduction of isolation and quarantine policies,All people arriving in Norway are required to go into quaratine (also people from Finland and Sweden),government,2020-03-24,NO,2863,12,5009150
1559,Norway,Europe,Public health measures,introduction of isolation and quarantine policies,People with close contact to a confirmed case need to self-quarantine; also rules around self-isolation were updated,government,2020-03-24,NO,2863,12,5009150
1560,Norway,Europe,Governance and socio-economic measures,economic measures,100 billion NOK to businesses including loans and additional funds,government,2020-03-24,NO,2863,12,5009150
1561,Norway,Europe,Governance and socio-economic measures,economic measures,Special payments and increased support for people becoming unemployed due to the crisis,government,2020-03-24,NO,2863,12,5009150
1562,Norway,Europe,Governance and socio-economic measures,emergency administrative structures activated or established,Emergency law implemented to enable more decisive actions,government,2020-03-24,NO,2863,12,5009150
1563,Norway,Europe,Governance and socio-economic measures,economic measures,Renewal of residence permit for foreign workers ,government,2020-03-24,NO,2863,12,5009150
1564,Norway,Europe,Movement restrictions,domestic travel restrictions,"People are banned from relocating to their cabins, due to risks of spreading and overloading rural health capacities; fines of 15.000 NOK for non-compliance",government,2020-03-24,NO,2863,12,5009150
1565,Philippines,Asia,Movement restrictions,visa restrictions,All visa issuing and entries to the PHN without visa are being halted,department of foreign affairs,2020-03-24,PH,552,35,99900177
1566,Philippines,Asia,Movement restrictions,visa restrictions,All travels from and to the northern regions of South Korea that are affected by an outbreak is banned,department of foreign affairs,2020-03-24,PH,552,35,99900177
1567,Philippines,Asia,Movement restrictions,visa restrictions,Suspension of visa issuing to all Chinese citizen and other nationals that were in China during the last 14 days (travelers from Hubei province were restricted on 31/01/2020),department of foreign affairs,2020-03-24,PH,552,35,99900177
1568,Philippines,Asia,Movement restrictions,Border closure,Ban of citizens to leave the country for tourism (exception of Overseas Filipino Workers),department of foreign affairs,2020-03-24,PH,552,35,99900177
1569,Philippines,Asia,Public health measures,strengthening the public health system,PhilHealth will cover the payments for the quarantine and isolation for people under suspicion or confirmed cases,philhealth,2020-03-24,PH,552,35,99900177
1570,Philippines,Asia,Public health measures,strengthening the public health system,PhilHealth will cover all COVID 19 tests,philhealth,2020-03-24,PH,552,35,99900177
1571,South Africa,Africa,Public health measures,testing policy,"All travelers who have entered South Africa from high-risk countries (China, France, Germany, Iran Italy, South Korea, Spain, Switzerland, United Kingdom, and United States) since 15 February 2020 will be required to present themselves for testing, while travelers from medium-risk countries as identified by the South African Department of Health will be required to undergo high intensity screening.",dep of foreign affairs philippines,2020-03-25,ZA,709,0,49000000
1572,Sri Lanka,Asia,Movement restrictions,curfews,"The Police Media Spokesman SP Jaliya Senaratne warned the public not to step out of their homes other than for a very urgent requirement, adding that those who do so could be arrested even without a warrant. During the past 24 hours, 420 persons who violated the curfew had been arrested together with 97 vehicles, SP Senaratne stated. In total, the police had arrested 2682 persons so far for violating curfew and 706 vehicles have been taken into police custody.",Newslk,2020-03-25,LK,102,0,21513990
1573,Sri Lanka,Asia,Public health measures,strengthening the public health system,The Sri Lanka Transport Board (SLTB) has so far deployed over 275 buses to provide free transport facilities for the health sector personnel initiated from the start of the imposed curfew on the request made by hospitals,Newslk,2020-03-25,LK,102,0,21513990
1574,Sri Lanka,Asia,Movement restrictions,curfews,"The curfew which was lifted at 6.00 am today (24) in the Colombo, Gampaha, Kalutara, Puttalam, Mannar, Vavuniya, Mulaithivu, Killinochchi and Jaffna was re-imposed at 2.00 pm.",news/lk,2020-03-25,LK,102,0,21513990
1575,Sri Lanka,Asia,Movement restrictions,domestic travel restrictions,"Transportation Is completely suspended across all districts of the Island. Moreover,transporting foreign tourists to different locations is also prohibited.",colombo page,2020-03-25,LK,102,0,21513990
1576,Sri Lanka,Asia,Movement restrictions,curfews,"Curfew declared for Colombo, Gampaha, and Kalutara districts at present will be in effect until further notice. The curfew which was lifted at 6.00 am today (24) in the Colombo, Gampaha, Kalutara, Puttalam, Mannar, Vavuniya, Mulaithivu, Killinochchi and Jaffna was re-imposed at 2.00 pm.",colombo page,2020-03-25,LK,102,0,21513990
1577,Sri Lanka,Asia,Movement restrictions,curfews,"Curfew, which is in force at present for Puttalam, Vavuniya, Mannar, Kilinochchi, Mullaitive and Jaffna districts, will be lifted at 06.00 a.m. March 27 and will be imposed again with effect from 12.00 noon on the same day.",colombo page,2020-03-25,LK,102,0,21513990
1578,Sri Lanka,Asia,Movement restrictions,curfews,Curfew imposed for the remaining districts of the Island will be tifted at 06.00 am. tomorrow (26th) and will be imposed once again with effect from 12.00 noon on the same day.,colombo page,2020-03-25,LK,102,0,21513990
1579,Sri Lanka,Asia,Social distancing,limit public gatherings,The Sri Lankan government has implemented a mechanism to deliver essential food items to people locked down at homes under an islandwide curfew imposed to prevent public gathering,colombo page,2020-03-25,LK,102,0,21513990
1580,Sri Lanka,Asia,Governance and socio-economic measures,economic measures,"President Gotabaya Rajapaksa today instructed the financial institutions to provide relief to the public and businesses affected by COVID-19. The President instructed financial institutions to charge a max rate of 15% on local credit card transactions of value up to Rs.50,000, reduce the minimum payment on credit cards by 50 percent and extend the deadline until April 30, 2020 for repayment of all credit cards below the limit Rs. 50,000.The President also instructed all financial institutions to provide working capital requirement loans at an interest rate of 4 percent and wave off interest payments for at least six months. This will be applicable for SMEs, tourism, apparel, plantation, IT and logistics sectors.",colombo page,2020-03-25,LK,102,0,21513990
1581,Israel,Middle East,Public health measures,introduction of isolation and quarantine policies, Any person who visited these places and had close contact - being less than 2 meters for 15 minutes or more - of the confirmed case from Italy - must be placed under 14-day home quarantine and send a questionnaire to the Ministry of Health or the Health Ministry Hotline *5400.,moh,2020-03-25,IL,2369,5,7353985
1582,Israel,Middle East,Movement restrictions,Border closure," Population and Immigration Authority to deny entry to anyone who is not an Israeli resident and who has stayed in China over the last 14 days, being a continuation of the policy to cease direct flights to China and the closing of the land crossings. ",moh,2020-03-25,IL,2369,5,7353985
1583,Israel,Middle East,Social distancing,Public services closure,regarding Governmental Licensure Examinations : anyone who returned to Israel in the 14 days before the examination and needs to stay quarantined will not be allowed to be examined.,moh,2020-03-25,IL,2369,5,7353985
1584,Israel,Middle East,Public health measures,introduction of isolation and quarantine policies,"a *decree* will be published, obliging Israeli residents who have stayed in China over the last 14 days to remain in home quarantine until 14 days since the date of departure from China have passed.  Also, anyone who visited the same places at same time as Greek tourist group with confirmed cases must immediately enter 14 day quarantine (itinerary of group provided) ",moh,2020-03-25,IL,2369,5,7353985
1585,Israel,Middle East,Movement restrictions,surveillance and monitoring,"HAMAGEN is an app that allows the identification of contacts between diagnosed patients and people who came in contact with them in the 14 days prior to the patient's diagnosis of the disease. he app is a technological tool designed to give each and every one of us the ability to know quickly and accurately if we have been in contact with a person infected with coronavirus. That way, we can stop the spread of the virus and protect those close to us.
The app allows you to receive alerts (location and time) about your exposure to a diagnosed patient.
The app retains information about your locations solely on your device and cross-references this information with the Ministry of Health's updated epidemiological data. The Ministry of Health data is constantly updated and sent to your device (one way) for cross-referencing purposes.Cross-referencing your location data with the corona patients' location is done on your device and as soon as a match is identified, you will be directed to a link to the Ministry of Health to let you know what steps to take and to report the match to The Ministry.",moh,2020-03-25,IL,2369,5,7353985
1586,Israel,Middle East,Lockdown,partial lockdown," further reducing entry to the public space, imposing responsibility on employers, closing non-essential stores and imposing restrictions on public transport.",moh,2020-03-25,IL,2369,5,7353985
1587,Israel,Middle East,Lockdown,partial lockdown,"social distancing, leave home only for specified reasons: getting to/from work, purchasing essential food, medicine, other essential products/services; medical treatment; blood donation; demonstration; legal processes; sports activity (alone or with members of same household); going out for short periods alone or with household only; going for religious ceremony (up to 10 people with 2 meters distance; going to provide assistance to someone with another medical problem/ needs support; essential purposes ",moh,2020-03-25,IL,2369,5,7353985
1588,Israel,Middle East,Social distancing,limit public gatherings,"A mall and a shopping complex with 10 stores or more or the total area of the shops exceeding 3000 square meters, with the exception of stores which sell food, pharmacies, or stores which mainly sell hygiene products. an unincorporated shopping complex in which the total number of stores, excluding stores not listed in paragraph (2) below, does not exceed 10, will be able to continue its activity. lubs, bars, pubs, banquet halls, fitness centers, swimming pools, water parks, zoos, safaris, petting zoos, bathhouses, cinemas, theaters, cultural institutions, playgrounds, amusement parks, businesses for the non-medical care of the body, exhibition and concert halls, fairgrounds, public boats, cable-cars, museums, nature reserves, national parks, libraries, tourist attractions and heritage sites.",moh,2020-03-25,IL,2369,5,7353985
1589,Israel,Middle East,Public health measures,strengthening the public health system,received testing kits,moh,2020-03-25,IL,2369,5,7353985
1590,Philippines,Asia,Governance and socio-economic measures,economic measures,PhilHealth will cover all COVID 19 tests and cover the quarantine and isolation costs; additional funds were released to finance PhilHealth's response,philhealth,2020-03-25,PH,636,38,99900177
1591,Philippines,Asia,Lockdown,partial lockdown,Full lock-down of the multiple regions with only essential services remaining and people allowed to leave their home for those; some include restrictions on leaving the municipality,philippine news agency,2020-03-25,PH,636,38,99900177
1592,Philippines,Asia,Movement restrictions,curfews,Many local government units (including in Metro Manila) have announced overnight curfews (most commonly between 2000 and 0500),abc news,2020-03-25,PH,636,38,99900177
1593,Philippines,Asia,Governance and socio-economic measures,economic measures,Central bank cuts interest rates,financial times,2020-03-25,PH,636,38,99900177
1594,Philippines,Asia,Social distancing,limit public gatherings,People with TB will get 1 month supply of their medication to avoid exposing them unnecessarily,department of health,2020-03-25,PH,636,38,99900177
1595,Philippines,Asia,Public health measures,strengthening the public health system,Additional five laboratories (+2 in the making) were set-up and testing kits imported ,department of health,2020-03-25,PH,636,38,99900177
1596,Philippines,Asia,Public health measures,awareness campaigns,Information hotline launched,department of health,2020-03-25,PH,636,38,99900177
1597,Philippines,Asia,Public health measures,strengthening the public health system,The price of face masks is being regulated and frozen at 28 pesos nationally,department of health,2020-03-25,PH,636,38,99900177
1598,Philippines,Asia,Social distancing,limit public gatherings,Strong advice against participation in public gatherings; event organizers are mandated to take care of safety measures and potential costs for treatment arising if a transmission occured,department of health,2020-03-25,PH,636,38,99900177
1599,Philippines,Asia,Public health measures,strengthening the public health system,Training of health professionals on COVID-19 and ensuring of preparedness (e.g. equipment assessments),department of health,2020-03-25,PH,636,38,99900177
1600,Philippines,Asia,Movement restrictions,visa restrictions,Travel ban for people from the Hubei province,department of health,2020-03-25,PH,636,38,99900177
1601,Philippines,Asia,Public health measures,introduction of isolation and quarantine policies,Mandatory 14 day quaratine for Filipino repatriats,department of health,2020-03-25,PH,636,38,99900177
1602,Philippines,Asia,Public health measures,testing policy,"Testing of Persons Under Investigation (PUI): defined as having both a symptom (cough, colds or fever) and exposure history (close contact or travel history)",department of health,2020-03-25,PH,636,38,99900177
1603,Philippines,Asia,Social distancing,limit public gatherings,"Ban on sale of alcohol implemented (as part of strict lock-down, border control and public service closures) across regions",philippine news agency,2020-03-25,PH,636,38,99900177
1604,Philippines,Asia,Governance and socio-economic measures,economic measures,Overseas Filipino Workers receive a 200 USD cash support,philippine news agency,2020-03-25,PH,636,38,99900177
1605,Philippines,Asia,Governance and socio-economic measures,economic measures,Freezing of rent payments; people may not be evicted if installments are not paid,philippine news agency,2020-03-25,PH,636,38,99900177
1606,Philippines,Asia,Public health measures,strengthening the public health system,Evacuation centres opened to be used for quaratine,philippine news agency,2020-03-25,PH,636,38,99900177
1607,Philippines,Asia,Social distancing,limit public gatherings,Support for elderly to do their shopping has been installed to protect them as vulnerable groups,philippine news agency,2020-03-25,PH,636,38,99900177
1608,Philippines,Asia,Governance and socio-economic measures,emergency administrative structures activated or established,Law was implemented to give President Duterte special powers in the response to COVID-19,philippine news agency,2020-03-25,PH,636,38,99900177
1609,Philippines,Asia,Public health measures,amendments to funeral and burial regulations,Only immediate relatives allowed to attend funerals ,philippine news agency,2020-03-25,PH,636,38,99900177
1610,Philippines,Asia,Public health measures,strengthening the public health system,Rationing of health equipment nationally ,philippine news agency,2020-03-25,PH,636,38,99900177
1611,Philippines,Asia,Governance and socio-economic measures,military deployment,Coast guard and navy activated to control the Manila bay during extended quarantine,philippine news agency,2020-03-25,PH,636,38,99900177
1612,Philippines,Asia,Movement restrictions,curfews,Full 24h curfew for students and elderly ,philippine news agency,2020-03-25,PH,636,38,99900177
1613,Philippines,Asia,Governance and socio-economic measures,economic measures,Food support given out across regions in the Philippines,philippine news agency,2020-03-25,PH,636,38,99900177
1614,Philippines,Asia,Governance and socio-economic measures,economic measures,Freeze of prices for food nationally; fines up to 2 million pesos or 15 years imprisonment for violations,philippine news agency,2020-03-25,PH,636,38,99900177
1615,Philippines,Asia,Governance and socio-economic measures,state of emergency declared,State of calamity declared,philippine news agency,2020-03-25,PH,636,38,99900177
1616,Philippines,Asia,Movement restrictions,domestic travel restrictions,For regions and municipalities across the country; in some regions check-points are being used to ensure compliance; implementation mosty within few days around 03/19/2020,philippine news agency,2020-03-25,PH,636,38,99900177
1617,Philippines,Asia,Movement restrictions,Border closure,All foreign citizens (apart from those with residency in the Philippines) are banned from entering,philippine news agency,2020-03-25,PH,636,38,99900177
1618,Philippines,Asia,Public health measures,strengthening the public health system,People giving wrong information around COVID at health centres are being prosecuted under newly set-up law,philippine news agency,2020-03-25,PH,636,38,99900177
1619,Philippines,Asia,Governance and socio-economic measures,economic measures,"Support to all workers under the CAMP safety program, including direct cash support of 5000 pesos per person",philippine news agency,2020-03-25,PH,636,38,99900177
1620,Philippines,Asia,Governance and socio-economic measures,military deployment,To support logistics around COVID-19 and support quarantine monitoring ,philippine news agency,2020-03-25,PH,636,38,99900177
1621,Philippines,Asia,Public health measures,testing policy,"Due to limited tests, only people are tested that have severe symptoms and not if they only have an exposure history (e.g. travel in China); status of 19.03.2020, uncertain implementation date",philippine news agency,2020-03-25,PH,636,38,99900177
1622,Philippines,Asia,Governance and socio-economic measures,state of emergency declared,State of public healt emergency declared,philippine news agency,2020-03-25,PH,636,38,99900177
1623,Philippines,Asia,Social distancing,Schools closure,In national capital region all school are closed,philippine news agency,2020-03-25,PH,636,38,99900177
1624,Philippines,Asia,Social distancing,changes in prison-related policies,Visits to prisons suspended,philippine news agency,2020-03-25,PH,636,38,99900177
1625,Philippines,Asia,Movement restrictions,Border checks,Thermal scanning and disinfection at NAJA airport,philippine news agency,2020-03-25,PH,636,38,99900177
1626,Philippines,Asia,Movement restrictions,domestic travel restrictions,"Due to quaratine, all flights to and from Luzon are cancelled",philippine news agency,2020-03-25,PH,636,38,99900177
1627,Bahrain,Middle East,Social distancing,Public services closure,close non-essential businesses until 09 April 2020. ,international sos,2020-03-25,BH,419,4,738004
1628,Bahrain,Middle East,Movement restrictions,international flights suspension,"ONLY operates to/from: Abu Dhabi, Dubai (both United Arab Emirates (UAE), Cairo (Egypt), Frankfurt (Germany), Istanbul (Turkey), Karachi (Pakistan), Kochi, Mumbai, New Delhi (all India), London (UK), Manila (Philippines), Muscat (Oman) and Paris (France).",international sos,2020-03-25,BH,419,4,738004
1629,Bahrain,Middle East,Movement restrictions,Border closure,land border: Saudia Arabia ,international sos,2020-03-25,BH,419,4,738004
1630,Brazil,Americas,Movement restrictions,visa restrictions,"travelers from folowing countries are not premitted entry: China, EU, UK, Ireland, Switzerland, Iceland, Norway, Australia, Iran, Japan, Malaysia and Korea (Rep.), Venezuela, Argentina, Bolivia, Colombia, Guyana, Paraguay, Peru, Suriname. *Exceptions: citizens and residents, family members of Brazilians, diplomats and persons traveling for Brazilian government and crew. All-cargo operations are permitted. Transit passengers are allowed, whether coming or not from the restricted countries, as long as the passenger does not leave the international airport area. Exceptionally, foreigners who are in one of the land border countries and need to cross to Brazil to board a repatriation flight may enter Brazil with authorization from Federal Police, provided that the traveler goes directly to the airport, ticket in hand, and authorized by the respective embassy or consulate of both countries.",international sos,2020-03-25,BR,2554,59,201103330
1631,Brazil,Americas,Movement restrictions,Border closure,The northern Brazil-Venezuela border will be closed *only humanitarian and cargo trucks are permitted to cross the border.,international sos,2020-03-25,BR,2554,59,201103330
1632,Brazil,Americas,Movement restrictions,Border closure,"As of 19 March, all land borders with neighbouring countries of Brazil are closed. These countries include: Argentina, Bolivia, Colombia, Guyana, French Guyana, Paraguay, Peru, Suriname and Venezuela for at least 15 days. On 22 March, the land border with Uruguay was announced closed for at least 30 days. *Brazilian nationals and residents are exempt from entry restrictions, as well as humanitarian aid and cargo trucks.",international sos,2020-03-25,BR,2554,59,201103330
1633,Brazil,Americas,Public health measures,awareness campaigns,"Influenza vaccination campaign. The influenza vaccine is not effective against the coronavirus, however, at this time, it will assist health professionals in excluding the diagnosis for coronavirus, since the symptoms are similar.",moh,2020-03-25,BR,2554,59,201103330
1634,Cyprus,Europe,Public health measures,health screenings in airports and border crossings,"screening passengers from China, Hong Kong, northern Iran, Italy, Japan, Singapore and South Korea more intensively.",international sos,2020-03-25,CY,132,3,1102677
1635,Cyprus,Europe,Movement restrictions,curfews,"partial curfew will be in place for 14 days.  Individuals may only leave their residences to seek goods and services from essential personnel and businesses.  All public sector employees except for the police force, fire department, health, civil aviation, finance and similar services will be under administrative leave until March 27, 2020.  Private sector businesses except those which provide basic needs such as groceries, bakeries, gas stations, pharmacies, etc., will also be closed until at least March 27.  All business hours are restricted from 07:00 to 18:00.",us embassy cyprus,2020-03-25,CY,132,3,1102677
1636,Cyprus,Europe,Governance and socio-economic measures,emergency administrative structures activated or established,"enhancements to the emergency declaration. Until April 13, all unnecessary movement is banned with certain exceptions.  All people must carry identification and proof as to the purpose of their movement.  Parks, playgrounds, open-air sport spaces, and public gathering areas will be closed to the public.",us embassy cyprus,2020-03-25,CY,132,3,1102677
1637,Cyprus,Europe,Movement restrictions,domestic travel restrictions,"Public Transport Companies which have the exclusive right to carry passengers on their geographical area, will not carry any passengers who do not possess any evidence, either in hard copy or electronic form (as these are issued by the competent authorities of the Republic of Cyprus), allowing them to be transferred outside their home.",press and information office cyprus,2020-03-25,CY,132,3,1102677
1638,Egypt,Africa,Movement restrictions,curfews,two weeks the Government of Egypt will begin enforcing a nighttime curfew from 7:00 p.m. to 6:00 a.m. Anyone who violates the curfew could face a 4000 EGP fine or possible imprisonment.,us embassy egypt,2020-03-25,EG,456,21,80471869
1639,Egypt,Africa,Movement restrictions,international flights suspension,"extended: The suspension of incoming commercial passenger flights into Egypt has also been extended for two weeks beyond March 31.  (April 14, 2020)",us embassy egypt,2020-03-25,EG,456,21,80471869
1640,Egypt,Africa,Social distancing,Schools closure,Extended for an additional 2 weeks until 14. april ,us embassy egypt,2020-03-25,EG,456,21,80471869
1641,Egypt,Africa,Public health measures,strengthening the public health system,All non-health government services are currently suspended. Expiring government documents will be extended for two weeks (14. april).,us embassy egypt,2020-03-25,EG,456,21,80471869
1642,Georgia,Europe,Governance and socio-economic measures,state of emergency declared,Until 21. April 2020,us embassy georgia,2020-03-25,GE,75,0,4630000
1643,Georgia,Europe,Social distancing,Public services closure,"No -essentials including all commercial businesses *except for groceries, pharmacies, gas stations, banks and posts offices ",us embassy georgia,2020-03-25,GE,75,0,4630000
1644,Georgia,Europe,Social distancing,limit public gatherings,prohibiting gatherings of more than ten people,us embassy georgia,2020-03-25,GE,75,0,4630000
1645,Georgia,Europe,Public health measures,introduction of isolation and quarantine policies,"imposing fines and/or detention for violations of self-isolation and quarantine, and other provisions. ",us embassy georgia,2020-03-25,GE,75,0,4630000
1646,Georgia,Europe,Lockdown,partial lockdown,"quarantine order for Marneuli and Bolnisi, two neighboring municipalities one hour south of Tbilisi. Cargo and personal movement within the municipalities will continue, but no one will be allowed to enter or exit the areas. ",us embassy georgia,2020-03-25,GE,75,0,4630000
1647,Georgia,Europe,Movement restrictions,domestic travel restrictions,intercity public transport is suspended.  This ban applies to buses and passenger trains but not to personal vehicles or cargo trains.,us embassy georgia,2020-03-25,GE,75,0,4630000
1648,Georgia,Europe,Movement restrictions,visa restrictions," land movement of citizens between Georgia and Russia is temporarily suspended, with the exception for Georgian and Russian citizens who wish to return home as well as freight traffic.",international sos,2020-03-25,GE,75,0,4630000
1649,Bulgaria,Europe,Lockdown,partial lockdown,"School closures for one week starting Monday.
Kindergartens, however, continue to operate.
Closing of public places - galleries, cinemas, halls, all kinds of clubs (for children, pensioners, entertainment).
Expanding the activities of social patronage with the possibility of delivering medicines and foodstuffs to the homes of elderly people.
Closing of all periodic and temporary markets (Dolni Bogrov, Malashevtsi, etc.).
Maximize the opportunities for remote work.
Provision and organization of an awareness campaign and additional disinfection in Roma neighbourhoods.
Extension of enhanced measures for disinfection of all spaces and institutions.
Suspension of night public transport.It is planned that the evening and drinking establishments will be closed for two weeks, but the restaurants and fast food establishments will continue to work. NON COMPLIANCE: Offenders will face ""sanctions""",Bulgarian Ntnl Television,2020-03-25,BG,242,3,7148785
1650,Bulgaria,Europe,Social distancing,Public services closure,Visiting patients in hospitals will not be allowed.,Bulgarian Ntnl Television,2020-03-25,BG,242,3,7148785
1651,Bulgaria,Europe,Governance and socio-economic measures,emergency administrative structures activated or established,"because of the declared state of emergency in the country, a team is established with the Prosecutor?s office, which will be led by the Chief Prosecutor and will ensure compliance with the imposed rules and measures.

The Prosecutor?s office will require from the health ministry, the foreign affairs ministry and the ministry of interior to present reports on the up-to-date situation in the country on a daily basis.",Bulgarian Ntnl Television,2020-03-25,BG,242,3,7148785
1652,Bulgaria,Europe,Public health measures,introduction of isolation and quarantine policies,"3 years of imprisonment and a fine from 1,000 to 10,000 BGN for anyone who violates ordinances, rules and regulations or measures against the spread of infectious disease and quarantine.

Should such an act be committed during an epidemic, pandemic or declared state of emergency is related to deaths from disease, the draft amendments provides for 5 years of imprisonment and a fine of 10,000 to 50,000 BGN.",Bulgarian Ntnl Television,2020-03-25,BG,242,3,7148785
